gray_mean,gray_std_dev,adaptive_mean,adaptive_std_dev,clahe_mean,clahe_std_dev,sobel_std_dev,sobel_mean,er_mean,er_std_dev,Histeq_mean,Histeq_std,dl_mean,dl_std_dev,Entropy,Energy,Correlation, Dissimilarity,Homogenity,Contrast,label
78.5008544921875,46.769679851068105,50.38006591796875,58.775747728883935,113.27325439453125,60.830759700074545,579.7731458418887,29.9730224609375,43.80352783203125,23.073970507821304,128.3336181640625,73.40187568580278,113.84112548828125,62.13762891635436,156.78647883858267,0.017176888890774837,0.9640834827696811,8.811454232283463,0.13108605163901252,156.78647883858267,normal
50.6961669921875,50.38079574634182,31.76190185546875,52.85554261340209,89.535400390625,60.694865241914975,540.303758616277,6.72918701171875,23.876220703125,31.56740657985468,127.9417724609375,73.07601125593222,74.8648681640625,62.560575536492856,135.83415354330708,0.03252304495872937,0.973271812842941,8.099286417322833,0.1560495696009506,135.83415354330708,normal
103.65673828125,51.219374123960684,85.20263671875,65.24251223860071,123.2298583984375,64.01136504985935,750.4896849159288,-24.11260986328125,61.0831298828125,37.510962571698904,128.248046875,73.60779040094017,142.900390625,56.67878317975816,238.78352608267716,0.014268471339497048,0.9543109587985031,10.636626476377954,0.10521267077912204,238.78352608267716,normal
62.50762939453125,36.06018210969721,20.25946044921875,40.64857791876931,108.4708251953125,61.673364470887236,614.3940932330905,-27.5870361328125,31.947509765625,17.353387768413413,128.6798095703125,73.37719693369698,97.91363525390625,50.60554023772225,168.78900098425194,0.020592436852368542,0.9350897590466932,8.634104330708661,0.13973896002228123,168.78900098425194,normal
127.3087158203125,47.64970531096679,114.935546875,61.220480738150876,126.2635498046875,64.20513465381497,681.4117523319101,25.56427001953125,83.759521484375,36.40775925205227,128.25860595703125,73.65623064548167,165.37640380859375,50.94197744275682,194.50467519685043,0.014478042011176818,0.9570960256530953,10.245447834645669,0.10521508297951784,194.50467519685043,normal
93.01702880859375,44.44177294154281,73.13275146484375,58.62689180714385,121.91534423828125,63.92887148449372,591.9243674822789,-1.31787109375,55.5732421875,30.42572895201786,128.3341064453125,73.63795410651069,128.467529296875,50.26747956973836,131.84116633858267,0.016467387733212803,0.966694721496848,7.99876968503937,0.14333097307374978,131.84116633858267,normal
78.72381591796875,52.4500665085123,55.64569091796875,61.915828659637164,113.55804443359375,63.43783231889541,795.5222653656974,20.571533203125,37.55291748046875,29.855803889899462,127.4232177734375,73.89582354438026,116.99639892578125,64.68587746471343,208.86189714566927,0.01655745239881682,0.9619719326632624,10.158649114173228,0.11815751799014661,208.86189714566927,normal
96.85418701171875,59.094500183615686,80.17919921875,69.6437248086152,115.48529052734375,61.51982799680453,714.2452755944466,23.72833251953125,57.96820068359375,37.31484108593148,128.17425537109375,73.43221536043582,133.12127685546875,72.01891842267547,192.30874753937007,0.016153243626809425,0.9725358288280143,9.22730068897638,0.1342379817088131,192.30874753937007,normal
91.02557373046875,42.94229887879815,60.5838623046875,56.597895937355545,122.8138427734375,66.01235301638957,755.6591731718854,-0.47271728515625,39.4423828125,16.396115935175153,128.65692138671875,73.33984803808025,141.9620361328125,48.36083044209927,239.15508120078738,0.018029257247737875,0.9350187078832951,11.462290846456694,0.0993470108713323,239.15508120078738,normal
94.0968017578125,50.50158838318229,70.274169921875,65.12990813284632,119.89324951171875,64.32239312374256,700.0307057251991,-13.70947265625,51.8564453125,31.678035714658773,128.26434326171875,73.45127868134863,133.31341552734375,58.05837264750667,199.39234744094486,0.01476429214989311,0.9608212135594062,10.171998031496061,0.10695288818094469,199.39234744094486,normal
